uuid,id,type,title,content,assigneeName,assignee,aiState,status,source,sourceType,Notion URL,Affected Platforms,Precision2,Precision,Shortcut,Effort,Urgence,Impact,Timeline,JPD,insights,parentType,parentName,parentUrl,creator,createdAt,release,releaseDate,feedbackUrl,automationUrl,productAreas
526406c6-f204-4283-abb0-a40dcb5e68de,3216,OKR,Empower users to build high-converting websites faster,"<section data-type=""summary""><div><h1>A day in the life of a struggling customer</h1><p class=""editor-paragraph"">Every morning, the marketing team at a small startup gathers to discuss their latest campaign. The excitement is palpable as they brainstorm ideas to capture their audience&apos;s attention. However, as the meeting progresses, the mood shifts when they realize the daunting task ahead: creating a <strong>high-converting landing page</strong> for their new product launch.</p><p class=""editor-paragraph"">As the team dives into the process, they quickly encounter their first hurdle. The designer is swamped with other projects, and the copywriter is tied up with another campaign. This leaves the team in a bind, as they need to wait for the design and copy to be ready before they can proceed. The clock is ticking, and every delay means <strong>lost opportunities and potential revenue</strong>.</p><p class=""editor-paragraph"">By midday, the frustration is mounting. The team is bottlenecked, unable to move forward without the necessary resources. They spend hours manually duplicating and customizing landing pages for different audience segments, a task that is both tedious and time-consuming. The team can&apos;t help but wonder if there&apos;s a better way to streamline this process.</p><p class=""editor-paragraph"">As the day draws to a close, the team reflects on the time wasted and the opportunities missed. They dream of a solution that could <strong>automate the landing page creation process</strong>, allowing them to focus on what truly matters: engaging with their audience and driving conversions. If only there was a tool that could generate a draft page from a simple input, saving them hours of work and reducing their frustration.</p><h1>Investor SMS</h1><p class=""editor-paragraph""><span>🚀</span> Exciting progress on Webflow&apos;s latest update! We&apos;re empowering users to build high-converting websites faster with AI-driven tools. <span>:robot:</span><span>✨</span></p><p class=""editor-paragraph"">Our focus is on streamlining the page-building process, allowing users to create landing pages in minutes. This aligns with our OKR to enhance the <strong>Page Building</strong> experience under the <em>Build &amp; Design</em> category. <span>🏗️</span><span>💡</span></p><p class=""editor-paragraph"">Customer feedback has been overwhelmingly positive, highlighting the need for AI-assisted features to automate and accelerate landing page creation. <span>:chart_increasing:</span><span>💬</span></p><p class=""editor-paragraph"">Stay tuned for more updates as we continue to innovate and deliver value to our users! <span>🌟</span></p></div></section><p class=""editor-paragraph""></p>",,,,In progress,https://product.cycle.app/app/webflow/doc/RG9jXzUyNjQwNmM2LWYyMDQtNDI4My1hYmIwLWE0MGRjYjVlNjhkZQ==,CYCLE,,,,,,,,,,,24,,,,alexander@cycle.app,2025-04-18T08:39:53.891Z,,,,,Page Building
7085aaac-d1fc-4d1a-9b9e-5372fe70ec66,3117,Kudo,Accessible Design Platform for Beginners,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzcwODVhYWFjLWQxZmMtNGQxYS05YjllLTUzNzJmZTcwZWM2Ng==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:38:12.218Z,,,,,Page Building
12b771e2-2802-44fc-8cd1-5db7c568459d,3117,Kudo,Effective Landing Page Design Benefits,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzEyYjc3MWUyLTI4MDItNDRmYy04Y2QxLTVkYjdjNTY4NDU5ZA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:38:10.777Z,,,,,Page Building
58531393-2180-45f8-a8a7-d356140800e5,3116,Kudo,Ideal Platform for Landing Pages,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzU4NTMxMzkzLTIxODAtNDVmOC1hOGE3LWQzNTYxNDA4MDBlNQ==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:38:07.721Z,,,,,Designer Tools & Features
22ab0430-f205-4547-98be-6664e6226f52,3116,Kudo,Efficient Idea Testing and User Behavior Learning,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzIyYWIwNDMwLWYyMDUtNDU0Ny05OGJlLTY2NjRlNjIyNmY1Mg==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:38:06.013Z,,,,,Optimize
b4907cb9-8908-407b-8129-129d505ce974,3115,Kudo,Enhanced Client Billing Transparency,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jX2I0OTA3Y2I5LTg5MDgtNDA3Yi04MTI5LTEyOWQ1MDVjZTk3NA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:49.581Z,,,,,Designer Tools & Features
2f1c6c80-3683-4c24-83f8-9e4642d654b0,3114,Kudo,Streamlined Website Publishing Process,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzJmMWM2YzgwLTM2ODMtNGMyNC04M2Y4LTllNDY0MmQ2NTRiMA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:35.641Z,,,,,Content Management System (CMS)
7d12a0fb-4244-4cda-8f97-986f9c23f080,3114,Kudo,Efficient Page Variation and Analysis Automation,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzdkMTJhMGZiLTQyNDQtNGNkYS04Zjk3LTk4NmY5YzIzZjA4MA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:33.821Z,,,,,Optimize
3e719582-de98-43b5-8e3f-05986a0296ff,3113,Kudo,Cost-Effective Web-Based Solutions,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzNlNzE5NTgyLWRlOTgtNDNiNS04ZTNmLTA1OTg2YTAyOTZmZg==,CYCLE,,,,,,,,,,,2,,,,alexander@cycle.app,2025-04-14T13:37:30.704Z,,,,,Page Building
d431ce60-4f36-4b6d-a628-2d25f61fa4c7,3113,Kudo,Enhanced Website Experimentation,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jX2Q0MzFjZTYwLTRmMzYtNGI2ZC1hNjI4LTJkMjVmNjFmYTRjNw==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:27.366Z,,,,,Optimize
987ebd17-2c0d-4be3-ae72-881da9d24efd,3113,Kudo,Versatile Customization and Deployment Options,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzk4N2ViZDE3LTJjMGQtNGJlMy1hZTcyLTg4MWRhOWQyNGVmZA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:26.876Z,,,,,Designer Tools & Features
20e50bd1-c1b3-4e67-a9e3-aea00be43146,3112,Kudo,Empowering Website Creation with Robust Features,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzIwZTUwYmQxLWMxYjMtNGU2Ny1hOWUzLWFlYTAwYmU0MzE0Ng==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:22.207Z,,,,,Designer Tools & Features
39ef59ef-cc75-404d-bba9-08aebd8a3485,3111,Kudo,Appreciation for Free Personalized Subdomain,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzM5ZWY1OWVmLWNjNzUtNDA0ZC1iYmE5LTA4YWViZDhhMzQ4NQ==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:37:04.736Z,,,,,Code & Customization
82bd21e5-96aa-40c9-a6e8-08adbdd6e468,3110,Kudo,Seamless Integration with GoDaddy,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzgyYmQyMWU1LTk2YWEtNDBjOS1hNmU4LTA4YWRiZGQ2ZTQ2OA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:36:57.850Z,,,,,Page Building
c0971155-7dea-42f7-99e8-42d3b0944468,3110,Kudo,Efficient Code Integration,,,,AI_CREATED,To do,https://product.cycle.app/app/webflow/doc/RG9jX2MwOTcxMTU1LTdkZWEtNDJmNy05OWU4LTQyZDNiMDk0NDQ2OA==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-04-14T13:36:56.565Z,,,,,Page Building
7a046097-582c-4227-8f77-dea6572312a0,3106,Kudo,User-Friendly Collaboration Tools,,,,,To do,https://product.cycle.app/app/webflow/doc/RG9jXzdhMDQ2MDk3LTU4MmMtNDIyNy04Zjc3LWRlYTY1NzIzMTJhMA==,CYCLE,,,,,,,,,,,8,,,,alexander@cycle.app,2025-04-09T12:15:15.918Z,,,,,Designer Tools & Features
46353e21-bc11-4c81-a086-4306b34fd0c6,3112,Feature,"Building the future of the web, together",,,,AI_CREATED,To prioritize,https://product.cycle.app/app/webflow/doc/RG9jXzQ2MzUzZTIxLWJjMTEtNGM4MS1hMDg2LTQzMDZiMzRmZDBjNg==,CYCLE,,,,,,,,,,,1,OKR,Elevate analytics and SEO for data‑driven teams	,https://product.cycle.app/app/webflow/doc/RG9jX2MyNTdjODU4LWIxNGEtNDg3Ni1hZjRkLWNjODI3YjhmOTA4Mw==,alexander@cycle.app,2025-04-14T13:37:22.215Z,,,,,Content Management System (CMS)
8d119c53-c097-4952-8298-44c03e7fd07c,3090,Feature,"Building the future of the web, together",,,,,To prioritize,https://product.cycle.app/app/webflow/doc/RG9jXzhkMTE5YzUzLWMwOTctNDk1Mi04Mjk4LTQ0YzAzZTdmZDA3Yw==,CYCLE,,,,,,,,,,,,OKR,Boost ecommerce flexibility for diverse merchants	,https://product.cycle.app/app/webflow/doc/RG9jX2QzNjQwY2NjLTAxMzAtNDg2Ny05ZTFmLTkwYzE4MmE4MTQwNw==,vlad@cycle.app,2025-04-01T11:12:33.109Z,Introducing the Webflow AI Assistant,Tue Oct 15 2024 00:00:00 GMT+0000 (Coordinated Universal Time),,,Edit Mode
0bc26f40-71c6-4816-b73f-ee1dddfe7193,3088,Feature,Modify Page Designs,"<p class=""editor-paragraph"">Implement the AI Assistant&apos;s design capability that allows users to quickly generate styled website sections using conversational prompts. The Assistant should intelligently leverage existing design systems and site context, enabling users to create common sections (e.g., pricing, features, testimonials) and customize them easily to fit their brand. This feature aims to speed up site-building processes, empower teams to launch campaigns faster, and ensure consistency across designs.</p>",,,,Loop closed,https://product.cycle.app/app/webflow/doc/RG9jXzBiYzI2ZjQwLTcxYzYtNDgxNi1iNzNmLWVlMWRkZGZlNzE5Mw==,CYCLE,,,,,,,Strong,,,,,,,,tibe@cycle.app,2025-03-29T01:27:22.996Z,Introducing the Webflow AI Assistant,Tue Oct 15 2024 00:00:00 GMT+0000 (Coordinated Universal Time),,,Code & Customization
ff6e6168-e6f8-4506-b7d4-d72e40ea1e23,3085,Feature,Custom Attributes,"<p class=""editor-paragraph"">Implement a feature allowing users to define custom attributes through the Webflow API. These attributes will be based on additional visitor data that users have collected or acquired externally. Within Optimize, users should be able to utilize these custom attributes both as filters in optimization result reporting and as audience targeting criteria, providing more precise optimization targeting and richer insights.</p>",,,,Loop closed,https://product.cycle.app/app/webflow/doc/RG9jX2ZmNmU2MTY4LWU2ZjgtNDUwNi1iN2Q0LWQ3MmU0MGVhMWUyMw==,CYCLE,,,,,,,Strong,,Soon,,,OKR,Elevate analytics and SEO for data‑driven teams	,https://product.cycle.app/app/webflow/doc/RG9jX2MyNTdjODU4LWIxNGEtNDg3Ni1hZjRkLWNjODI3YjhmOTA4Mw==,tibe@cycle.app,2025-03-29T01:24:45.446Z,No release,,,,Content Management System (CMS)
7108c1f7-525c-47a6-8818-7886d4a7c992,3084,Feature,Custom URL Parameters,"<p class=""editor-paragraph"">Develop functionality enabling users to activate individual URL parameters within Optimize. These parameters should be usable as filtering criteria in optimization result reporting and as segmentation criteria for audience targeting. This will empower users to effectively assess and report on URL performance associated with specific campaigns or marketing initiatives.</p>",,,,Loop closed,https://product.cycle.app/app/webflow/doc/RG9jXzcxMDhjMWY3LTUyNWMtNDdhNi04ODE4LTc4ODZkNGE3Yzk5Mg==,CYCLE,,,,,,,Strong,,,,,,,,tibe@cycle.app,2025-03-29T01:24:06.239Z,New feature for Optimize Enterprise,Wed Feb 05 2025 00:00:00 GMT+0000 (Coordinated Universal Time),,,SEO & Analytics
cf02996b-1a55-498c-a317-a206fe457383,62,Feature,A/B Testing Functionality,"<p class=""editor-paragraph"">Integrates A/B testing capabilities, potentially as a paid add-on, to allow users to test different versions of their pages.</p>",,,USER_VALIDATED,Loop closed,https://product.cycle.app/app/webflow/doc/RG9jX2NmMDI5OTZiLTFhNTUtNDk4Yy1hMzE3LWEyMDZmZTQ1NzM4Mw==,CYCLE,,,,,,,Strong,,Later,,5,,,,alexander@cycle.app,2025-03-26T22:50:32.234Z,Introducing the Webflow AI Assistant,Tue Oct 15 2024 00:00:00 GMT+0000 (Coordinated Universal Time),,,Optimize
e49e9078-8dbb-4f96-b4f2-3b7e38e58fb1,3083,Feature,Optimize Overview Page,"<p class=""editor-paragraph"">Create an Optimize Overview Page that provides a comprehensive, high-level view of optimization impact across a user&apos;s entire website. This overview should highlight visitor engagement insights, clearly indicate which companies are visiting the site, display comparative performance of optimization variations, and offer a ROI simulator to evaluate different optimization scenarios.</p><p class=""editor-paragraph""></p><p class=""editor-paragraph""></p>",,,,Loop closed,https://product.cycle.app/app/webflow/doc/RG9jX2U0OWU5MDc4LThkYmItNGY5Ni1iNGYyLTNiN2UzOGU1OGZiMQ==,CYCLE,,,,,,,Strong,,Later,,,OKR,Scale a thriving integration and plugin ecosystem,https://product.cycle.app/app/webflow/doc/RG9jX2Y5YTIxMTY5LTQ5ODQtNDQ2OS1iZDMyLTAxNTk2ZWM3ODU3ZA==,tibe@cycle.app,2025-03-29T01:14:24.656Z,New feature for Optimize Enterprise,Wed Feb 05 2025 00:00:00 GMT+0000 (Coordinated Universal Time),,,Designer Tools & Features
da66ded5-5c20-42de-bcbf-416b15d841b7,3056,Kudo,Excellent Platform Experience,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jX2RhNjZkZWQ1LTVjMjAtNDJkZS1iY2JmLTQxNmIxNWQ4NDFiNw==,CYCLE,,,,,,,,,,,,,,,alexander@cycle.app,2025-03-28T02:21:01.268Z,,,,,Optimize
5b159da3-59c8-4bf8-9c69-eda3153367e0,3055,Kudo,High Satisfaction with Current Performance,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzViMTU5ZGEzLTU5YzgtNGJmOC05YzY5LWVkYTMxNTMzNjdlMA==,CYCLE,,,,,,,,,,,,,,,alexander@cycle.app,2025-03-28T02:20:59.379Z,,,,,Optimize
b7020a0b-617a-4705-954d-0c42cd7c09ce,3054,Kudo,Frequent Feature Updates,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jX2I3MDIwYTBiLTYxN2EtNDcwNS05NTRkLTBjNDJjZDdjMDljZQ==,CYCLE,,,,,,,,,,,,,,,alexander@cycle.app,2025-03-28T02:20:57.996Z,,,,,Optimize
9676dee2-9479-4e0a-b3d2-aa307fc8e55c,3053,Kudo,User Interface Enhancements,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzk2NzZkZWUyLTk0NzktNGUwYS1iM2QyLWFhMzA3ZmM4ZTU1Yw==,CYCLE,,,,,,,,,,,1,,,,alexander@cycle.app,2025-03-28T02:20:56.443Z,,,,,Optimize
96d6259a-87d6-4d36-a9c7-877f7f1c52c3,3052,Kudo,Effective Personalization Strategies,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzk2ZDYyNTlhLTg3ZDYtNGQzNi1hOWM3LTg3N2Y3ZjFjNTJjMw==,CYCLE,,,,,,,,,,,,,,,alexander@cycle.app,2025-03-28T02:20:54.455Z,,,,,Optimize
18dd0d33-115c-403e-a20c-269732805bf8,3025,Kudo,Quick Turnaround and Support,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzE4ZGQwZDMzLTExNWMtNDAzZS1hMjBjLTI2OTczMjgwNWJmOA==,CYCLE,,,,,,,,,,,2,,,,alexander@cycle.app,2025-03-28T02:17:18.487Z,,,,,Optimize
351b26bc-cdd0-49fd-9156-5328fd8f5ce4,3024,Kudo,Revenue Impact,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzM1MWIyNmJjLWNkZDAtNDlmZC05MTU2LTUzMjhmZDhmNWNlNA==,CYCLE,,,,,,,,,,,,,,,alexander@cycle.app,2025-03-28T02:17:16.527Z,,,,,Optimize
257523e2-9263-45c4-9607-6e8bf2f897e9,3023,Kudo,Conversion Rate Metrics,,,,USER_VALIDATED,To do,https://product.cycle.app/app/webflow/doc/RG9jXzI1NzUyM2UyLTkyNjMtNDVjNC05NjA3LTZlOGJmMmY4OTdlOQ==,CYCLE,,,,,,,,,,,2,,,,alexander@cycle.app,2025-03-28T02:17:15.014Z,,,,,Optimize
4e83e369-4e42-4697-b8f5-05b4000fd31c,3020,Feature,Native Integrations,,,,USER_VALIDATED,In progress,https://product.cycle.app/app/webflow/doc/RG9jXzRlODNlMzY5LTRlNDItNDY5Ny1iOGY1LTA1YjQwMDBmZDMxYw==,CYCLE,,,,,,,,,,,1,OKR,Scale a thriving integration and plugin ecosystem,https://product.cycle.app/app/webflow/doc/RG9jX2Y5YTIxMTY5LTQ5ODQtNDQ2OS1iZDMyLTAxNTk2ZWM3ODU3ZA==,alexander@cycle.app,2025-03-28T02:17:09.170Z,No release,,,,Designer Tools & Features
